Título,Link,Snippet,Autores,Data de Publicação,Fonte,Similaridade com Título,Similaridade com Resumo,Similaridade Média
Image captioning using transformer-based double attention network,https://www.sciencedirect.com/science/article/pii/S0952197623007297,"problem in transformers, a Masked Self-Attention module is  Therefore, the dropout layer  causes the proposed architecture better  task with a global attention mechanism. The semantic","H Parvin, AR Naghsh-Nilchi, HM Mohammadi",2023,Engineering Applications of …,0.7676804146075383,0.7815763268856613,0.7746283707465997
Glalt: Global-local attention-augmented light transformer for scene text recognition,https://ieeexplore.ieee.org/abstract/document/10059008/,attention mechanism. The encoder integrates the self-attention module with the convolution  module  encoding and decoding mechanism in the attention architecture but also leverage,"H Zhang, G Luo, J Kang, S Huang",2023,… on Neural Networks …,0.7644245238866776,0.7847522956412815,0.7745884097639795
Cswin transformer: A general vision transformer backbone with cross-shaped windows,http://openaccess.thecvf.com/content/CVPR2022/html/Dong_CSWin_Transformer_A_General_Vision_Transformer_Backbone_With_Cross-Shaped_Windows_CVPR_2022_paper.html,", the Transformer architecture with full-attention mechanism [12]  operates directly upon V  and acts as a parallel module.  of l-th Transformer block or the precedent convolutional layer of","X Dong, J Bao, D Chen, W Zhang",2022,Proceedings of the …,0.7732298234171664,0.7757282582277044,0.7744790408224353
Attention-based transformer-BiGRU for question classification,https://www.mdpi.com/2078-2489/13/5/214,"Our purpose of adding the Attention mechanism is to highlight  The experimental results show  that the model proposed in  , add an attention mechanism behind the two-layer network. On","D Han, T Tohti, A Hamdulla",2022,Information,0.7650986921198959,0.7835319883465185,0.7743153402332072
[Retracted] Research on Intelligent English Translation Method Based on the Improved Attention Mechanism Model,https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9667255,"The attention mechanism module is mainly divided into the  module is the head attention  single-layer structure, the  the multiheaded attention network in the Transformer model with an",R Wang,2021,Scientific Programming,0.7702456530704501,0.7780221507184067,0.7741339018944284
Guideformer: Transformers for image guided depth completion,https://openaccess.thecvf.com/content/CVPR2022/html/Rho_GuideFormer_Transformers_for_Image_Guided_Depth_Completion_CVPR_2022_paper.html?ref=https://githubhelp.com,", a fully transformer-based architecture for dense depth com based on guided-attention  mechanism. It explicitly models  We introduce a guided-attention module (GAM) by extending","K Rho, J Ha, Y Kim",2022,… of the IEEE/CVF Conference on …,0.7692639875938843,0.7787032156024729,0.7739836015981786
TransBoNet: Learning camera localization with Transformer Bottleneck and Attention,https://www.sciencedirect.com/science/article/pii/S0031320323006738,"a framework based on hybrid attention mechanism which can be  We propose a new  attention-based neural network, which  , we use ResNet50 architecture as our basic network,","X Song, H Li, L Liang, W Shi, G Xie, X Lu, X Hei",2024,Pattern Recognition,0.7685784889336502,0.7793511773643956,0.773964833149023
Star-transformer: a spatio-temporal cross attention transformer for human action recognition,https://openaccess.thecvf.com/content/WACV2023/html/Ahn_STAR-Transformer_A_Spatio-Temporal_Cross_Attention_Transformer_for_Human_Action_Recognition_WACV_2023_paper.html,We therefore propose a STAR attention mechanism that can  -recognition model based on  the STAR-transformer module.  each layer of the transformer model and computes the token,"D Ahn, S Kim, H Hong, BC Ko",2023,Proceedings of the IEEE …,0.7669828423419689,0.7805534054112675,0.7737681238766182
Weighted residual self-attention graph-based transformer for spectral–spatial hyperspectral image classification,https://www.tandfonline.com/doi/abs/10.1080/01431161.2023.2171744,"Therefore, in order to improve the layer-to-layer  The transformer architecture is performing  well due to its  Residual Self-attention Graph-based Transformer for the self-attention module (","B Zu, H Wang, J Li, Z He, Y Li, Z Yin",2023,International Journal of …,0.7597431695851521,0.7877530315431167,0.7737481005641345
Omninet: Omnidirectional representations from transformers,https://proceedings.mlr.press/v139/tay21b.html,a brief background for the Transformer architecture. The  the core attention mechanism  here. Our choice of the efficient  layer to the pooling operation of the Omnidirectional module.,"Y Tay, M Dehghani, V Aribandi",2021,International …,0.7678630889948568,0.779433301729203,0.7736481953620299
Enhancing dynamic ECG heartbeat classification with lightweight transformer model,https://www.sciencedirect.com/science/article/pii/S093336572200001X,a two-level attention mechanism: the local attention mechanism in the  Architecture of CNN  Input embedding with local attention.  ) is embedded into a CNN module that learns the local,"L Meng, W Tan, J Ma, R Wang, X Yin",2022,Artificial Intelligence in …,0.7664301186493383,0.7805227828531507,0.7734764507512445
HMFT: Hyperspectral and Multispectral Image Fusion Super‐Resolution Method Based on Efficient Transformer and Spatial‐Spectral Attention Mechanism,https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/4725986,"and efficient hybrid architecture network based on Transformer is  our model with its variant,  which has no convolutional layer.  the FSM module to the MHA module of the Transformer to","B Qiao, B Xu, Y Xie, Y Lin, Y Liu",2023,Computational …,0.7637323082924812,0.7830483746894457,0.7733903414909634
FAM: Improving columnar vision transformer with feature attention mechanism,https://www.sciencedirect.com/science/article/pii/S1077314224000626,", the multi-head attention sub-layer is utilized to model non- -stem with Feature Attention  Module (FAM) during model training and  that the network architecture significantly influences the","L Huang, X Bai, J Zeng, M Yu, W Pang",2024,Computer Vision and …,0.7717787096226725,0.7746012015916734,0.773189955607173
Optimization-inspired cross-attention transformer for compressive sensing,http://openaccess.thecvf.com/content/CVPR2023/html/Song_Optimization-Inspired_Cross-Attention_Transformer_for_Compressive_Sensing_CVPR_2023_paper.html,"effect by a cross attention mechanism between adjacent iterations.  Architecture of our OCTUF,  which consists of K iterations. x  a Dual Cross Attention (DualCA) sub-module to efficiently","J Song, C Mou, S Wang, S Ma",2023,Proceedings of the …,0.7561074018162165,0.7901747105043391,0.7731410561602778
Simplified self-attention for transformer-based end-to-end speech recognition,https://ieeexplore.ieee.org/abstract/document/9383581/,"a simplified self-attention (SSAN) layer which employs FSMN  In this paper, we focus on  attention-based models, aiming at  For the 1000-hour task, we use the best model architecture on","H Luo, S Zhang, M Lei, L Xie",2021,2021 IEEE Spoken Language …,0.7546499764563359,0.7915750877146726,0.7731125320855042
A convolutional transformer architecture for remaining useful life estimation,https://ieeexplore.ieee.org/abstract/document/9612814/,global context capturing of attention mechanism with the local  convolutional module to the  vanilla Transformer architecture with a  One limitation of using local receptive field layer is that,"Y Ding, M Jia",2021,2021 Global Reliability and Prognostics and …,0.7716397775380531,0.7739567590461516,0.7727982682921024
Sentiment classification based on part-of-speech and self-attention mechanism,https://ieeexplore.ieee.org/abstract/document/8962060/,"Currently, various attention-based neural networks have achieved successes   attention mechanism, we design a new Part-of-Speech based Transformer Attention Network(","K Cheng, Y Yue, Z Song",2020,IEEE Access,0.7653966002988531,0.7799911822643619,0.7726938912816075
Speech-transformer: a no-recurrence sequence-to-sequence model for speech recognition,https://ieeexplore.ieee.org/abstract/document/8462506/,"we find our proposed 2D-Attention mechanism achieves better  we present the model  architecture of the Speech-Transformer,  we apply 2D-Attention module to our big model, it shows","L Dong, S Xu, B Xu",2018,2018 IEEE international conference on …,0.7666482430743343,0.7786011700280306,0.7726247065511824
LUCMT: Learnable under-sampling and reconstructed network with cross multi-head attention transformer for accelerating MR image reconstruction,https://www.sciencedirect.com/science/article/pii/S0169260724003523,"network employs a CS-MRI depth-expanded architecture,  In addition, we introduce a  multi-head attention mechanism  of the multi-head attention mechanism in the CMA module and","Z Yang, M Jiang, D Ruan, Y Li, T Tan, S Huang",2024,Computer Methods and …,0.7562239835367532,0.7887450846910891,0.7724845341139212
Dlgsanet: lightweight dynamic local and global self-attention networks for image super-resolution,http://openaccess.thecvf.com/content/ICCV2023/html/Li_DLGSANet_Lightweight_Dynamic_Local_and_Global_Self-Attention_Networks_for_Image_ICCV_2023_paper.html,"network designs of Transformers, we develop a simple yet effective multi-head dynamic local  self-attention (MHDLSA) module to  a channel attention mechanism to enable the network’s","X Li, J Dong, J Tang, J Pan",2023,Proceedings of the IEEE/CVF …,0.7645541130941464,0.7798988051400161,0.7722264591170813
Object detection in medical images based on hierarchical transformer and mask mechanism,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/5863782,"the self-attention mechanism in the Transformer architecture  Therefore, we use the attention  mechanism to capture the  W-MSA module, the SW-MSA module, and the MLP module. The","Y Shou, T Meng, W Ai, C Xie, H Liu",2022,Computational …,0.7661711770633056,0.778117656339598,0.7721444167014517
Graph transformer network with temporal kernel attention for skeleton-based action recognition,https://www.sciencedirect.com/science/article/pii/S0950705122000211,", and hence incorporating an attention mechanism to weigh  encoding module is unnecessary  in our graph transformer layer  robust network architecture kernel attention adaptive graph","Y Liu, H Zhang, D Xu, K He",2022,Knowledge-Based Systems,0.762237192572953,0.7817860948322088,0.7720116437025809
